ID,action,level,remarks,actionBy,actionAt,dealer_ID,createdAt,createdBy,modifiedAt,modifiedBy
abfd8421-574b-4fc3-bf60-4e167b3d50fb,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-09T10:00:00Z,6ee050d1-8498-4eda-9e45-2a3644227c14,2025-03-09T10:00:00Z,onboarding.srv@tafe.com,2025-03-09T10:00:00Z,onboarding.srv@tafe.com
4124638b-f339-47ab-92e8-57f3d66e7689,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-15T10:00:00Z,6ee050d1-8498-4eda-9e45-2a3644227c14,2025-03-15T10:00:00Z,onboarding.srv@tafe.com,2025-03-15T10:00:00Z,onboarding.srv@tafe.com
72d511b1-853a-4566-b9da-ab5c8cd971de,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-19T10:00:00Z,6ee050d1-8498-4eda-9e45-2a3644227c14,2025-03-19T10:00:00Z,onboarding.srv@tafe.com,2025-03-19T10:00:00Z,onboarding.srv@tafe.com
4cc3b6ed-264e-4a39-856c-7f825ecc0bc1,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-14T10:00:00Z,1d977b43-69a5-411c-8d92-7be26cf2d766,2025-03-14T10:00:00Z,onboarding.srv@tafe.com,2025-03-14T10:00:00Z,onboarding.srv@tafe.com
bf80f054-8d43-44f9-870a-bd1e85dd22c3,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-18T10:00:00Z,1d977b43-69a5-411c-8d92-7be26cf2d766,2025-03-18T10:00:00Z,onboarding.srv@tafe.com,2025-03-18T10:00:00Z,onboarding.srv@tafe.com
decdfeea-47fb-4a6d-91ed-4f9fed7ab0fb,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-24T10:00:00Z,1d977b43-69a5-411c-8d92-7be26cf2d766,2025-03-24T10:00:00Z,onboarding.srv@tafe.com,2025-03-24T10:00:00Z,onboarding.srv@tafe.com
354bf262-ce6d-434f-ae46-a19511fd0b85,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-11T10:00:00Z,e0c669d7-9d99-43ce-aecb-5f8cf845c22e,2025-03-11T10:00:00Z,onboarding.srv@tafe.com,2025-03-11T10:00:00Z,onboarding.srv@tafe.com
40f77165-c0dd-40ce-b637-f79c605da7bf,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-15T10:00:00Z,e0c669d7-9d99-43ce-aecb-5f8cf845c22e,2025-03-15T10:00:00Z,onboarding.srv@tafe.com,2025-03-15T10:00:00Z,onboarding.srv@tafe.com
8ba8edc2-4940-4c13-824e-c2734603e857,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-21T10:00:00Z,e0c669d7-9d99-43ce-aecb-5f8cf845c22e,2025-03-21T10:00:00Z,onboarding.srv@tafe.com,2025-03-21T10:00:00Z,onboarding.srv@tafe.com
f6639cc1-2bc1-4600-8cb8-f9ee891d16d6,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-08T10:00:00Z,9029a2f7-0b5f-47d9-b310-6e6a0575679f,2025-03-08T10:00:00Z,onboarding.srv@tafe.com,2025-03-08T10:00:00Z,onboarding.srv@tafe.com
d1fc3be1-6783-4b96-a1f2-239bb4d76e0b,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-11T10:00:00Z,9029a2f7-0b5f-47d9-b310-6e6a0575679f,2025-03-11T10:00:00Z,onboarding.srv@tafe.com,2025-03-11T10:00:00Z,onboarding.srv@tafe.com
e2fdd876-fad7-40b4-a5f3-c126dcb463fe,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-16T10:00:00Z,9029a2f7-0b5f-47d9-b310-6e6a0575679f,2025-03-16T10:00:00Z,onboarding.srv@tafe.com,2025-03-16T10:00:00Z,onboarding.srv@tafe.com
fc4616d3-9591-4d2c-b8c9-955b9b1923ec,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-07T10:00:00Z,af5b77dd-7398-4fe0-9057-471c9d943e83,2025-03-07T10:00:00Z,onboarding.srv@tafe.com,2025-03-07T10:00:00Z,onboarding.srv@tafe.com
4724dac8-f329-45c0-a285-c1955467e987,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-14T10:00:00Z,af5b77dd-7398-4fe0-9057-471c9d943e83,2025-03-14T10:00:00Z,onboarding.srv@tafe.com,2025-03-14T10:00:00Z,onboarding.srv@tafe.com
08c97ef8-876f-4105-8449-820c823324ba,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-19T10:00:00Z,af5b77dd-7398-4fe0-9057-471c9d943e83,2025-03-19T10:00:00Z,onboarding.srv@tafe.com,2025-03-19T10:00:00Z,onboarding.srv@tafe.com
3b13467a-86ca-4fc0-9e61-71858edea756,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-12T10:00:00Z,62b2325b-6eeb-45e3-8a03-6ff8588f5296,2025-03-12T10:00:00Z,onboarding.srv@tafe.com,2025-03-12T10:00:00Z,onboarding.srv@tafe.com
fbae1966-a1e8-43f0-a108-0b8c2dfc3206,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-18T10:00:00Z,62b2325b-6eeb-45e3-8a03-6ff8588f5296,2025-03-18T10:00:00Z,onboarding.srv@tafe.com,2025-03-18T10:00:00Z,onboarding.srv@tafe.com
50a9b927-6b87-400d-9be2-f37ebc46413f,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-23T10:00:00Z,62b2325b-6eeb-45e3-8a03-6ff8588f5296,2025-03-23T10:00:00Z,onboarding.srv@tafe.com,2025-03-23T10:00:00Z,onboarding.srv@tafe.com
596e457d-512e-4f61-8b19-c2ded0a97c87,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-02T10:00:00Z,43f3cd61-8168-4057-bae8-8d15266bd583,2025-03-02T10:00:00Z,onboarding.srv@tafe.com,2025-03-02T10:00:00Z,onboarding.srv@tafe.com
596e679e-a4b9-442a-b15c-0f6a8226d622,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-07T10:00:00Z,43f3cd61-8168-4057-bae8-8d15266bd583,2025-03-07T10:00:00Z,onboarding.srv@tafe.com,2025-03-07T10:00:00Z,onboarding.srv@tafe.com
2b279f45-82ac-4e6e-bccb-af9087385d5b,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-05T10:00:00Z,8c716521-1524-4dd8-a1e9-8e0a3622a80c,2025-03-05T10:00:00Z,onboarding.srv@tafe.com,2025-03-05T10:00:00Z,onboarding.srv@tafe.com
00020cde-7796-47c1-a5ae-7303b6692fe9,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-10T10:00:00Z,8c716521-1524-4dd8-a1e9-8e0a3622a80c,2025-03-10T10:00:00Z,onboarding.srv@tafe.com,2025-03-10T10:00:00Z,onboarding.srv@tafe.com
c3972a62-a8cb-4c23-a9ea-e408e5f3e003,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-07T10:00:00Z,6fe0d9f9-3bca-4a12-acca-4c914a133cbe,2025-03-07T10:00:00Z,onboarding.srv@tafe.com,2025-03-07T10:00:00Z,onboarding.srv@tafe.com
9c048718-c952-4514-a7ef-8c83517b3147,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-04T10:00:00Z,b3e5c662-c4df-46ae-8a56-ec367c878dce,2025-03-04T10:00:00Z,onboarding.srv@tafe.com,2025-03-04T10:00:00Z,onboarding.srv@tafe.com
6548f9fd-8480-4ace-85cb-ed727f972e24,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-10T10:00:00Z,30953364-6d4d-4606-8c20-64bd6f802dcb,2025-03-10T10:00:00Z,onboarding.srv@tafe.com,2025-03-10T10:00:00Z,onboarding.srv@tafe.com
615d8f2e-1de9-4d0c-ad04-b5dd233338ff,REJECT,1,GST number could not be verified with GSTN portal,Ramesh Iyer (RSM),2025-03-15T10:00:00Z,30953364-6d4d-4606-8c20-64bd6f802dcb,2025-03-15T10:00:00Z,onboarding.srv@tafe.com,2025-03-15T10:00:00Z,onboarding.srv@tafe.com
fa0f1dad-b1ad-4003-b37f-f760a89d9dd6,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-08T10:00:00Z,5d6aa10b-9170-4cb9-9014-0b773f1d0fad,2025-03-08T10:00:00Z,onboarding.srv@tafe.com,2025-03-08T10:00:00Z,onboarding.srv@tafe.com
598aff01-6607-49f9-87fc-65532bfb57e7,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-11T10:00:00Z,5d6aa10b-9170-4cb9-9014-0b773f1d0fad,2025-03-11T10:00:00Z,onboarding.srv@tafe.com,2025-03-11T10:00:00Z,onboarding.srv@tafe.com
be52758f-c7a9-4240-aa8b-8a757c1cf862,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-18T10:00:00Z,5d6aa10b-9170-4cb9-9014-0b773f1d0fad,2025-03-18T10:00:00Z,onboarding.srv@tafe.com,2025-03-18T10:00:00Z,onboarding.srv@tafe.com
beda160b-a7f3-4ef1-97a6-09b2af076ed4,BLOCK,2,Blocked due to compliance violation,Priya Nair (Zonal Head),2025-03-22T10:00:00Z,5d6aa10b-9170-4cb9-9014-0b773f1d0fad,2025-03-22T10:00:00Z,onboarding.srv@tafe.com,2025-03-22T10:00:00Z,onboarding.srv@tafe.com
14a77dc8-f076-4680-878d-a2e78c0f5e30,SUBMIT,1,"Documents verified, forwarded for approval",Ramesh Iyer (RSM),2025-03-03T10:00:00Z,e4acf6f0-2151-427a-aaa4-ec1744d45b0d,2025-03-03T10:00:00Z,onboarding.srv@tafe.com,2025-03-03T10:00:00Z,onboarding.srv@tafe.com
3ca09aac-ab31-4d94-8bf0-31bbb3d003d3,L1_APPROVE,1,KYC and GST verified,Ramesh Iyer (RSM),2025-03-07T10:00:00Z,e4acf6f0-2151-427a-aaa4-ec1744d45b0d,2025-03-07T10:00:00Z,onboarding.srv@tafe.com,2025-03-07T10:00:00Z,onboarding.srv@tafe.com
9dee2a91-d6a5-4318-9c4e-3a4a3b6748ca,ACTIVATE,2,"Final approval granted, dealer activated",Priya Nair (Zonal Head),2025-03-12T10:00:00Z,e4acf6f0-2151-427a-aaa4-ec1744d45b0d,2025-03-12T10:00:00Z,onboarding.srv@tafe.com,2025-03-12T10:00:00Z,onboarding.srv@tafe.com

